Date,High,Low,Open,Close,Volume,Adj Close
2017-11-13,67.38999938964844,66.25,66.44999694824219,67.12999725341797,1536400.0,64.5959243774414
2017-11-14,67.80000305175781,66.88999938964844,66.9800033569336,67.45999908447266,2426200.0,64.91349029541016
2017-11-15,67.55999755859375,66.91000366210938,67.29000091552734,67.30999755859375,2042300.0,64.76913452148438
2017-11-16,68.94999694824219,67.44999694824219,67.5,68.73999786376953,2300400.0,66.14517211914062
2017-11-17,69.08999633789062,68.29000091552734,68.52999877929688,68.79000091552734,1823100.0,66.19327545166016
2017-11-20,70.2300033569336,68.94999694824219,69.27999877929688,69.95999908447266,4143500.0,67.31909942626953
2017-11-21,70.80999755859375,67.69999694824219,70.05000305175781,69.91000366210938,5330000.0,67.2710189819336
2017-11-22,69.37000274658203,68.30000305175781,69.13999938964844,68.69000244140625,3041600.0,66.09706115722656
2017-11-24,69.38999938964844,68.77999877929688,68.83999633789062,69.36000061035156,1015400.0,66.74176025390625
2017-11-27,69.48999786376953,69.16999816894531,69.22000122070312,69.30999755859375,1439300.0,66.6936264038086
2017-11-28,70.93000030517578,69.41999816894531,69.55999755859375,70.58999633789062,2473400.0,67.92532348632812
2017-11-29,70.83999633789062,68.44999694824219,70.5,68.69000244140625,1904000.0,66.09706115722656
2017-11-30,69.58999633789062,68.20999908447266,68.97000122070312,69.23999786376953,1922500.0,66.62628936767578
2017-12-01,70.0,67.2300033569336,69.19000244140625,68.69000244140625,2516500.0,66.09706115722656
2017-12-04,69.16999816894531,66.18000030517578,68.94000244140625,66.23999786376953,2899400.0,63.739524841308594
2017-12-05,67.0,65.7300033569336,66.19999694824219,65.83000183105469,2384000.0,63.345008850097656
2017-12-06,66.25,65.5999984741211,65.87999725341797,65.88999938964844,1690100.0,63.402740478515625
2017-12-07,66.87999725341797,65.7699966430664,65.91000366210938,66.70999908447266,2294500.0,64.19178009033203
2017-12-08,67.55000305175781,66.6500015258789,66.94000244140625,67.37999725341797,2195600.0,64.83650207519531
2017-12-11,67.75,66.4800033569336,67.43000030517578,67.0,2438600.0,64.47084045410156
2017-12-12,67.16000366210938,66.5,67.0,67.05999755859375,2181000.0,64.52857208251953
2017-12-13,67.66000366210938,66.63999938964844,67.2300033569336,66.68000030517578,1684600.0,64.16291046142578
2017-12-14,67.08999633789062,66.37000274658203,66.68000030517578,66.51000213623047,1774600.0,63.999332427978516
2017-12-15,67.86000061035156,66.69000244140625,67.0,67.61000061035156,2871900.0,65.05780792236328
2017-12-18,68.51000213623047,67.4800033569336,67.88999938964844,67.66000366210938,2306300.0,65.10592651367188
2017-12-19,68.05000305175781,67.48999786376953,67.94000244140625,67.75,1469400.0,65.19253540039062
2017-12-20,68.13999938964844,67.16000366210938,67.80999755859375,67.4000015258789,1363000.0,64.85575866699219
2017-12-21,67.87000274658203,67.2699966430664,67.51000213623047,67.5199966430664,1502200.0,64.97119903564453
2017-12-22,67.54000091552734,66.86000061035156,67.41000366210938,67.3499984741211,1221300.0,64.80763244628906
2017-12-26,67.44999694824219,67.05000305175781,67.30999755859375,67.25,532700.0,64.7114028930664
2017-12-27,67.45999908447266,67.1500015258789,67.20999908447266,67.30000305175781,1038600.0,64.75950622558594
2017-12-28,67.4800033569336,67.0199966430664,67.44000244140625,67.44999694824219,607000.0,64.90384674072266
2017-12-29,67.58000183105469,66.93000030517578,67.5,66.97000122070312,1064900.0,64.58463287353516
2018-01-02,67.88999938964844,67.33999633789062,67.41999816894531,67.5999984741211,1047800.0,65.19219970703125
2018-01-03,69.48999786376953,67.5999984741211,67.62000274658203,69.31999969482422,1698900.0,66.85094451904297
2018-01-04,69.81999969482422,68.77999877929688,69.54000091552734,68.80000305175781,2230700.0,66.34949493408203
2018-01-05,70.0999984741211,68.7300033569336,68.7300033569336,69.9000015258789,1632500.0,67.41028594970703
2018-01-08,70.33000183105469,69.55000305175781,69.7300033569336,70.05000305175781,1613400.0,67.55494689941406
2018-01-09,72.33000183105469,70.16999816894531,70.68000030517578,71.7699966430664,2666100.0,69.21367645263672
2018-01-10,71.44999694824219,70.11000061035156,71.44999694824219,70.79000091552734,2957200.0,68.26860046386719
2018-01-11,71.18000030517578,70.30000305175781,70.91999816894531,70.80000305175781,1511100.0,68.27823638916016
2018-01-12,71.86000061035156,70.5,70.7300033569336,71.7300033569336,1448100.0,69.17510986328125
2018-01-16,72.47000122070312,71.05999755859375,72.0199966430664,71.2300033569336,1702700.0,68.69290924072266
2018-01-17,72.30999755859375,71.58999633789062,71.72000122070312,72.05999755859375,1824500.0,69.49333953857422
2018-01-18,72.5,71.66999816894531,72.19999694824219,72.19000244140625,1828300.0,69.61872100830078
